registration_number,numeric_id,product_name,manufacturer,material_category,product_category,declared_unit,gwp_a1a3,gwp_unit,gwp_a1a3_indicator,gwp_fossil_a1a3,gwp_biogenic_a1a3,gwp_total_a1a3,life_cycle_stages,lcia_indicator_count,status,is_valid,year_published,publication_date,version_date,valid_until,pcr,geographical_scope,country_of_origin,lca_practitioner,epd_pdf_url,document_count,epd_url,data_hub_dataset
EPD-IES-0020329:001,20329,Influence Partition ,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 kg,27.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),27.0,-0.114,26.9,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-25,2025-03-07,2030-03-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6da4507b-e167-4632-b01f-08dd5f9e57ba/Documents,1,https://www.environdec.com/library/epd20329,True
EPD-IES-0020172:001,20172,SomaniPly Plywood,Ecowood Exports Pvt Ltd,Timber & Wood,Construction products,1 m3,509.817998537333,kg CO2 eq.,Global Warming Potential (GWP-GHG),418.57435395263,-834.624553722461,-415.32319747376,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-11,2025-03-07,2030-03-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,"India, Global",India,mili@monkspaces.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/50bf26e0-41c5-480e-cda7-08dd570e535b/Documents,1,https://www.environdec.com/library/epd20172,True
EPD-IES-0005242:002,5242,Smart PIR Panel,Asawa Insulation Private Limited,Other,Construction products,1 m2,8.93,kg CO2 eq.,Global Warming Potential (GWP-GHG),8.95,9.01,0.00444,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-08,2025-03-05,2030-02-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/01d4dd9e-fbf0-49f2-fdfc-08dd191b0113/Documents,1,https://www.environdec.com/library/epd5242,True
EPD-IES-0019902:002,19902,MIRA 5mm,Saint-Gobain India Private Limited,Other,Construction products,1 m2,19.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),19.5,0.146,19.6,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-07,2025-02-28,2030-02-16,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/10d1d0db-e521-47f8-4398-08dd4f19cbe1/Documents,1,https://www.environdec.com/library/epd19902,True
EPD-IES-0019900:002,19900,PLANILAQUE ON PLANILUX  6mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m2,20.1,kg CO2 eq.,Global Warming Potential (GWP-GHG),20.1,0.171,20.2,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-07,2025-02-28,2030-02-16,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6e54818c-154e-4432-4396-08dd4f19cbe1/Documents,1,https://www.environdec.com/library/epd19900,True
EPD-IES-0019899:002,19899,PLANILAQUE ON PLANILUX  5mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m2,16.8,kg CO2 eq.,Global Warming Potential (GWP-GHG),16.8,0.143,17.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-07,2025-02-28,2030-02-16,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/473e0a06-7e1d-4e4b-5fd3-08dd4f168fb7/Documents,1,https://www.environdec.com/library/epd19899,True
EPD-IES-0019897:002,19897,PLANILAQUE ON PLANILUX  4mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m2,13.4,kg CO2 eq.,Global Warming Potential (GWP-GHG),13.4,0.112,13.5,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-07,2025-02-28,2030-02-16,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/99b7e16b-bccb-47a3-5fd1-08dd4f168fb7/Documents,1,https://www.environdec.com/library/epd19897,True
EPD-IES-0010024:002,10024,Smart Ducting System,Asawa Insulation Private Limited,Other,Construction products,1 m2,11.2,kg CO2 eq.,Global Warming Potential (GWP-GHG),11.3,-0.0737,11.2,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-05,2025-02-28,2030-02-10,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0e1ad3bd-76ae-4702-b682-08dd2ef7fbcc/Documents,1,https://www.environdec.com/library/epd10024,True
EPD-IES-0018412:001,18412,One ton of DN600 Ductile Iron Pipe ,Jindal SAW Limited,Steel & Metal,Construction products,1000 kg,1210.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),1240.0,-12.7,1230.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-02-10,2025-01-30,2030-01-29,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b5862a02-f356-4330-aa53-08dd30773c85/Documents,1,https://www.environdec.com/library/epd18412,True
EPD-IES-0016558:001,16558,Hot Rolled Coils,Jindal Steel Odisha Limited,Steel & Metal,Construction products,1000 kg,1530.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),1530.0,0.0,1530.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-02-13,2025-01-29,2030-01-28,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/dbfc2a69-a936-463d-6316-08dcd24775c7/Documents,1,https://www.environdec.com/library/epd16558,True
EPD-IES-0018411:001,18411,Ductile Iron Pipe (DN1200),Jindal SAW Limited,Steel & Metal,Construction products,1 m,1180.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),1170.0,8.71,1180.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8836f2e2-ae98-4711-8f47-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18411,True
EPD-IES-0018410:001,18410,Ductile Iron Pipe (DN1100),Jindal SAW Limited,Steel & Metal,Construction products,1 m,1010.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),998.0,7.33,1010.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/718dc6ab-ebc3-4f8b-aa52-08dd30773c85/Documents,1,https://www.environdec.com/library/epd18410,True
EPD-IES-0018409:001,18409,Ductile Iron Pipe (DN1000),Jindal SAW Limited,Steel & Metal,Construction products,1 m,839.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),833.0,6.14,839.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/7f3315b9-8df3-4eb2-8f46-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18409,True
EPD-IES-0018408:001,18408,Ductile Iron Pipe (DN900),Jindal SAW Limited,Steel & Metal,Construction products,1 m,690.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),685.0,4.98,690.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8abe213f-fd83-45ee-8f45-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18408,True
EPD-IES-0018407:001,18407,Ductile Iron Pipe (DN800),Jindal SAW Limited,Steel & Metal,Construction products,1 m,556.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),551.0,4.38,556.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/793b52c6-3de7-4b03-8f44-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18407,True
EPD-IES-0018406:001,18406,Ductile Iron Pipe (DN750),Jindal SAW Limited,Steel & Metal,Construction products,1 m,521.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),517.0,4.17,521.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8644aea9-8ac4-4df0-aa51-08dd30773c85/Documents,1,https://www.environdec.com/library/epd18406,True
EPD-IES-0018405:001,18405,Ductile Iron Pipe (DN700),Jindal SAW Limited,Steel & Metal,Construction products,0.9 m,445.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),441.0,3.46,445.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/cb16e0e2-de19-4cbd-aa50-08dd30773c85/Documents,1,https://www.environdec.com/library/epd18405,True
EPD-IES-0018404:001,18404,Ductile Iron Pipe (DN600),Jindal SAW Limited,Steel & Metal,Construction products,1 m,373.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),370.0,2.92,373.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9a0a225e-ce2d-4cb5-8f43-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18404,True
EPD-IES-0018403:001,18403,Ductile Iron Pipe (DN500),Jindal SAW Limited,Steel & Metal,Construction products,1 m,269.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),266.0,2.18,269.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c9f54512-426c-46bc-aa4f-08dd30773c85/Documents,1,https://www.environdec.com/library/epd18403,True
EPD-IES-0018402:001,18402,Ductile Iron Pipe (DN450),Jindal SAW Limited,Steel & Metal,Construction products,1 m,225.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),223.0,1.91,225.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/32bec00c-3b67-4cca-8f42-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18402,True
EPD-IES-0018401:001,18401,Ductile Iron Pipe (DN400),Jindal SAW Limited,Steel & Metal,Construction products,1 m,190.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),188.0,1.6,190.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/07eae794-df09-4687-8f41-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18401,True
EPD-IES-0018400:001,18400,Ductile Iron Pipe (DN350),Jindal SAW Limited,Steel & Metal,Construction products,1 m,161.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),160.0,1.42,161.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/a2472b69-649b-4975-8f40-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18400,True
EPD-IES-0018399:001,18399,Ductile Iron Pipe (DN300),Jindal SAW Limited,Steel & Metal,Construction products,1 m,136.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),134.0,1.21,136.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/09e058a4-8f41-4fa8-8f3f-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18399,True
EPD-IES-0018398:001,18398,Ductile Iron Pipe (DN250),Jindal SAW Limited,Steel & Metal,Construction products,1 m,101.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),99.5,0.95,101.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2026,2026-06-11,2026-05-19,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/74ea4a14-279c-4a7a-8f3e-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18398,True
EPD-IES-0018397:001,18397,Ductile Iron Pipe (DN200),Jindal SAW Limited,Steel & Metal,Construction products,1 m,35.0309156191479,kg CO2 eq.,Global Warming Potential (GWP-GHG),35.7043543071058,-0.106362576212458,35.622890328029,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-01-16,2025-01-10,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/68dae0d9-d6d7-47ac-8f3d-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18397,True
EPD-IES-0018396:001,18396,Ductile Iron Pipe (DN150),Jindal SAW Limited,Steel & Metal,Construction products,1 m,25.7,kg CO2 eq.,Global Warming Potential (GWP-GHG),26.2,-0.0782,26.1,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-01-16,2025-01-10,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8eaf04da-4762-4784-8f3c-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18396,True
EPD-IES-0018395:001,18395,Ductile Iron Pipe (DN125),Jindal SAW Limited,Steel & Metal,Construction products,1 m,25.4,kg CO2 eq.,Global Warming Potential (GWP-GHG),25.9,-0.164,25.8,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-01-16,2025-01-10,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/243c1e22-b4e0-49df-8f3b-08dd3076b69a/Documents,1,https://www.environdec.com/library/epd18395,True
EPD-IES-0008990:001,8990,Ductile Iron Pipe (DN100),Jindal SAW Limited,Steel & Metal,Construction products,1 m,17.3,kg CO2 eq.,Global Warming Potential (GWP-GHG),17.6,-0.0453,17.6,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-01-16,2025-01-10,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/d0a0c21a-9895-4b14-f2da-08dd296d6406/Documents,1,https://www.environdec.com/library/epd8990,True
EPD-IES-0009004:001,9004,Ductile Iron Pipe (DN 80) ,Jindal SAW Limited,Steel & Metal,Construction products,1 m,14.2,kg CO2 eq.,Global Warming Potential (GWP-GHG),14.5,-0.0379,14.4,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-01-16,2025-01-10,2030-01-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6fd0ce18-e140-436a-0e29-08dd2971ea27/Documents,1,https://www.environdec.com/library/epd9004,True
EPD-IES-0017243:001,17243,HILUX Calcium Silicate Board (CSB),Ramco Industries Limited,Other,Construction products,1 m2,6.59,kg CO2 eq.,Global Warming Potential (GWP-GHG),6.58,-1.36,5.23,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-01-15,2025-01-02,2030-01-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3226f62f-92bb-4f77-3ff3-08dcee7dba11/Documents,1,https://www.environdec.com/library/epd17243,True
EPD-IES-0017246:001,17246,Greencor- Non-Asbestos Corrugated Sheet,Ramco Industries Limited,Other,Construction products,1 m2,7.71,kg CO2 eq.,Global Warming Potential (GWP-GHG),7.71,-0.65,7.06,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-02-04,2025-01-02,2030-01-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/80233b8f-e132-4e4a-3ff4-08dcee7dba11/Documents,1,https://www.environdec.com/library/epd17246,True
EPD-IES-0017242:001,17242,HICEM Fiber Cement Board,Ramco Industries Limited,Concrete & Cement,Construction products,1 m2,6.59,kg CO2 eq.,Global Warming Potential (GWP-GHG),6.58,-1.36,5.23,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-01-15,2025-01-02,2030-01-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/7ec79a1b-4457-435a-1c05-08dcee8130bd/Documents,1,https://www.environdec.com/library/epd17242,True
EPD-IES-0017245:001,17245,HiluxLite- Ultra Light Ceiling Tile,Ramco Industries Limited,Ceramic & Tile,Construction products,1 m2,8.49,kg CO2 eq.,Global Warming Potential (GWP-GHG),8.45,-1.08,7.39,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-01-15,2025-01-02,2030-01-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c1690688-e335-4737-1c06-08dcee8130bd/Documents,1,https://www.environdec.com/library/epd17245,True
EPD-IES-0017244:001,17244,Hiden- High Density Fiber Cement Board,Ramco Industries Limited,Concrete & Cement,Construction products,1 m2,11.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),11.5,-2.62,8.9,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-01-15,2025-01-02,2030-01-01,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/713294b2-4348-4796-a81b-08dcee818919/Documents,1,https://www.environdec.com/library/epd17244,True
EPD-IES-0016931:002,16931,Bi-55- (520-550 Wp) Glass to Glass Bifacial Module,Waaree Energies Limited,Glass & Glazing,Construction products,1 Wp of Bi-55- (520-550 Wp)Glass to Glass Bifacial Module,0.451,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.451,-0.00471,0.447,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-12-23,2024-12-19,2029-12-08,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3340adcd-2412-4cf3-80cd-08dce69a78d8/Documents,1,https://www.environdec.com/library/epd16931,True
EPD-IES-0016932:002,16932,BiN-08-(565-600 Wp) Glass to Glass Bifacial TOPCon Module,Waaree Energies Limited,Concrete & Cement,Construction products,1 Wp of BiN-08-(565-600 Wp) Glass to Glass Bifacial TOPCon Module,0.372,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.372,-0.00438,0.368,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2024,2024-12-23,2024-12-19,2029-12-08,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/5a9f71a5-b4dc-4d70-80ce-08dce69a78d8/Documents,1,https://www.environdec.com/library/epd16932,True
